Date/Time,qradin_lump
 07/01  01:35:00,12.346695276234282
 07/01  01:36:00,12.346695276234282
 07/01  01:37:00,12.346695276234282
 07/01  01:38:00,12.346695276234282
 07/01  01:39:00,12.346695276234282
 07/01  01:40:00,12.346695276234282
 07/01  01:41:00,12.346695276234282
 07/01  01:42:00,12.346695276234282
 07/01  01:43:00,12.346695276234282
 07/01  01:44:00,12.346695276234282
 07/01  01:45:00,12.346695276234282
 07/01  01:46:00,12.346695276234282
 07/01  01:47:00,12.346695276234282
 07/01  01:48:00,12.346695276234282
 07/01  01:49:00,12.346695276234282
 07/01  01:50:00,12.346695276234282
 07/01  01:51:00,12.346695276234282
 07/01  01:52:00,12.346695276234282
 07/01  01:53:00,12.346695276234282
 07/01  01:54:00,12.346695276234282
 07/01  01:55:00,12.346695276234282
 07/01  01:56:00,12.346695276234282
 07/01  01:57:00,12.346695276234282
 07/01  01:58:00,12.346695276234282
 07/01  01:59:00,12.346695276234282
 07/01  02:00:00,12.346695276234282
 07/01  02:01:00,12.346695276234282
 07/01  02:02:00,12.346695276234282
 07/01  02:03:00,12.346695276234282
 07/01  02:04:00,12.346695276234282
 07/01  02:05:00,12.346695276234282
 07/01  02:06:00,12.346695276234282
 07/01  02:07:00,12.346695276234282
 07/01  02:08:00,12.346695276234282
 07/01  02:09:00,12.346695276234282
 07/01  02:10:00,12.346695276234282
 07/01  02:11:00,12.346695276234282
 07/01  02:12:00,12.346695276234282
 07/01  02:13:00,12.346695276234282
 07/01  02:14:00,12.346695276234282
 07/01  02:15:00,12.346695276234282
 07/01  02:16:00,12.346695276234282
 07/01  02:17:00,12.346695276234282
 07/01  02:18:00,12.346695276234282
 07/01  02:19:00,12.346695276234282
 07/01  02:20:00,12.346695276234282
 07/01  02:21:00,12.346695276234282
 07/01  02:22:00,12.346695276234282
 07/01  02:23:00,12.346695276234282
 07/01  02:24:00,12.346695276234282
 07/01  02:25:00,12.346695276234282
 07/01  02:26:00,12.346695276234282
 07/01  02:27:00,12.346695276234282
 07/01  02:28:00,12.346695276234282
 07/01  02:29:00,12.346695276234282
 07/01  02:30:00,12.346695276234282
 07/01  02:31:00,12.346695276234282
 07/01  02:32:00,12.346695276234282
 07/01  02:33:00,12.346695276234282
 07/01  02:34:00,12.346695276234282
 07/01  02:35:00,12.346695276234282
 07/01  02:36:00,12.346695276234282
 07/01  02:37:00,12.346695276234282
 07/01  02:38:00,12.346695276234282
 07/01  02:39:00,12.346695276234282
 07/01  02:40:00,12.346695276234282
 07/01  02:41:00,12.346695276234282
 07/01  02:42:00,12.346695276234282
 07/01  02:43:00,12.346695276234282
 07/01  02:44:00,12.346695276234282
 07/01  02:45:00,12.346695276234282
 07/01  02:46:00,12.346695276234282
 07/01  02:47:00,12.346695276234282
 07/01  02:48:00,12.346695276234282
 07/01  02:49:00,12.346695276234282
 07/01  02:50:00,12.346695276234282
 07/01  02:51:00,12.346695276234282
 07/01  02:52:00,12.346695276234282
 07/01  02:53:00,12.346695276234282
 07/01  02:54:00,12.346695276234282
 07/01  02:55:00,12.346695276234282
 07/01  02:56:00,12.346695276234282
 07/01  02:57:00,12.346695276234282
 07/01  02:58:00,12.346695276234282
 07/01  02:59:00,12.346695276234282
 07/01  03:00:00,12.346695276234282
 07/01  03:01:00,12.346695276234282
 07/01  03:02:00,12.346695276234282
 07/01  03:03:00,12.346695276234282
 07/01  03:04:00,12.346695276234282
 07/01  03:05:00,12.346695276234282
 07/01  03:06:00,12.346695276234282
 07/01  03:07:00,12.346695276234282
 07/01  03:08:00,12.346695276234282
 07/01  03:09:00,12.346695276234282
 07/01  03:10:00,12.346695276234282
 07/01  03:11:00,12.346695276234282
 07/01  03:12:00,12.346695276234282
 07/01  03:13:00,12.346695276234282
 07/01  03:14:00,12.346695276234282
 07/01  03:15:00,12.346695276234282
 07/01  03:16:00,12.346695276234282
 07/01  03:17:00,12.346695276234282
 07/01  03:18:00,12.346695276234282
 07/01  03:19:00,12.346695276234282
 07/01  03:20:00,12.346695276234282
 07/01  03:21:00,12.346695276234282
 07/01  03:22:00,12.346695276234282
 07/01  03:23:00,12.346695276234282
 07/01  03:24:00,12.346695276234282
 07/01  03:25:00,12.346695276234282
 07/01  03:26:00,12.346695276234282
 07/01  03:27:00,12.346695276234282
 07/01  03:28:00,12.346695276234282
 07/01  03:29:00,12.346695276234282
 07/01  03:30:00,12.346695276234282
 07/01  03:31:00,12.346695276234282
 07/01  03:32:00,12.346695276234282
 07/01  03:33:00,12.346695276234282
 07/01  03:34:00,12.346695276234282
 07/01  03:35:00,12.346695276234282
 07/01  03:36:00,12.346695276234282
 07/01  03:37:00,12.346695276234282
 07/01  03:38:00,12.346695276234282
 07/01  03:39:00,12.346695276234282
 07/01  03:40:00,12.346695276234282
 07/01  03:41:00,12.346695276234282
 07/01  03:42:00,12.346695276234282
 07/01  03:43:00,12.346695276234282
 07/01  03:44:00,12.346695276234282
 07/01  03:45:00,12.346695276234282
 07/01  03:46:00,12.346695276234282
 07/01  03:47:00,12.346695276234282
 07/01  03:48:00,12.346695276234282
 07/01  03:49:00,12.346695276234282
 07/01  03:50:00,12.346695276234282
 07/01  03:51:00,12.346695276234282
 07/01  03:52:00,12.346695276234282
 07/01  03:53:00,12.346695276234282
 07/01  03:54:00,12.346695276234282
 07/01  03:55:00,12.346695276234282
 07/01  03:56:00,12.346695276234282
 07/01  03:57:00,12.346695276234282
 07/01  03:58:00,12.346695276234282
 07/01  03:59:00,12.346695276234282
 07/01  04:00:00,12.346695276234282
 07/01  04:01:00,12.346695276234282
 07/01  04:02:00,12.346695276234282
 07/01  04:03:00,12.346695276234282
 07/01  04:04:00,12.346695276234282
 07/01  04:05:00,12.346695276234282
 07/01  04:06:00,12.346695276234282
 07/01  04:07:00,12.346695276234282
 07/01  04:08:00,12.346695276234282
 07/01  04:09:00,12.346695276234282
 07/01  04:10:00,12.346695276234282
 07/01  04:11:00,12.346695276234282
 07/01  04:12:00,12.346695276234282
 07/01  04:13:00,12.346695276234282
 07/01  04:14:00,12.346695276234282
 07/01  04:15:00,12.346695276234282
 07/01  04:16:00,12.346695276234282
 07/01  04:17:00,12.346695276234282
 07/01  04:18:00,12.346695276234282
 07/01  04:19:00,12.346695276234282
 07/01  04:20:00,12.346695276234282
 07/01  04:21:00,12.346695276234282
 07/01  04:22:00,12.346695276234282
 07/01  04:23:00,12.346695276234282
 07/01  04:24:00,12.346695276234282
 07/01  04:25:00,12.346695276234282
 07/01  04:26:00,12.346695276234282
 07/01  04:27:00,12.346695276234282
 07/01  04:28:00,12.346695276234282
 07/01  04:29:00,12.346695276234282
 07/01  04:30:00,12.346695276234282
 07/01  04:31:00,12.346695276234282
 07/01  04:32:00,12.346695276234282
 07/01  04:33:00,12.346695276234282
 07/01  04:34:00,12.346695276234282
 07/01  04:35:00,12.346695276234282
 07/01  04:36:00,12.346695276234282
 07/01  04:37:00,12.346695276234282
 07/01  04:38:00,12.346695276234282
 07/01  04:39:00,12.346695276234282
 07/01  04:40:00,12.346695276234282
 07/01  04:41:00,12.346695276234282
 07/01  04:42:00,12.346695276234282
 07/01  04:43:00,12.346695276234282
 07/01  04:44:00,12.346695276234282
 07/01  04:45:00,12.346695276234282
 07/01  04:46:00,12.346695276234282
 07/01  04:47:00,12.346695276234282
 07/01  04:48:00,12.346695276234282
 07/01  04:49:00,12.346695276234282
 07/01  04:50:00,12.346695276234282
 07/01  04:51:00,12.346695276234282
 07/01  04:52:00,12.346695276234282
 07/01  04:53:00,12.346695276234282
 07/01  04:54:00,12.346695276234282
 07/01  04:55:00,12.346695276234282
 07/01  04:56:00,12.346695276234282
 07/01  04:57:00,12.346695276234282
 07/01  04:58:00,12.346695276234282
 07/01  04:59:00,12.346695276234282
 07/01  05:00:00,12.346695276234282
 07/01  05:01:00,21.29374282419178
 07/01  05:02:00,21.29374282419178
 07/01  05:03:00,21.29374282419178
 07/01  05:04:00,21.29374282419178
 07/01  05:05:00,21.29374282419178
 07/01  05:06:00,21.29374282419178
 07/01  05:07:00,21.29374282419178
 07/01  05:08:00,21.29374282419178
 07/01  05:09:00,21.29374282419178
 07/01  05:10:00,21.29374282419178
 07/01  05:11:00,21.29374282419178
 07/01  05:12:00,21.29374282419178
 07/01  05:13:00,21.29374282419178
 07/01  05:14:00,21.29374282419178
 07/01  05:15:00,21.29374282419178
 07/01  05:16:00,21.29374282419178
 07/01  05:17:00,21.29374282419178
 07/01  05:18:00,21.29374282419178
 07/01  05:19:00,21.29374282419178
 07/01  05:20:00,21.29374282419178
 07/01  05:21:00,21.29374282419178
 07/01  05:22:00,21.29374282419178
 07/01  05:23:00,21.29374282419178
 07/01  05:24:00,21.29374282419178
 07/01  05:25:00,21.29374282419178
 07/01  05:26:00,21.29374282419178
 07/01  05:27:00,21.29374282419178
 07/01  05:28:00,21.29374282419178
 07/01  05:29:00,21.29374282419178
 07/01  05:30:00,21.29374282419178
 07/01  05:31:00,21.29374282419178
 07/01  05:32:00,21.29374282419178
 07/01  05:33:00,21.29374282419178
 07/01  05:34:00,21.29374282419178
 07/01  05:35:00,21.29374282419178
 07/01  05:36:00,47.38707479048392
 07/01  05:37:00,48.637624217397644
 07/01  05:38:00,49.91969310526479
 07/01  05:39:00,51.22662208997406
 07/01  05:40:00,52.553228318182676
 07/01  05:41:00,56.20531336309606
 07/01  05:42:00,57.58603089307594
 07/01  05:43:00,242.53198870111112
 07/01  05:44:00,253.67661006567047
 07/01  05:45:00,264.88748991092996
 07/01  05:46:00,276.16299796809966
 07/01  05:47:00,287.5030267078913
 07/01  05:48:00,298.9074509997149
 07/01  05:49:00,310.3755531583774
 07/01  05:50:00,321.90643104968353
 07/01  05:51:00,333.4995524867878
 07/01  05:52:00,345.15389046125983
 07/01  05:53:00,356.868066453563
 07/01  05:54:00,368.64136762525425
 07/01  05:55:00,380.4725706385541
 07/01  05:56:00,392.36012979985685
 07/01  05:57:00,404.302979006553
 07/01  05:58:00,416.29997023368156
 07/01  05:59:00,428.3498238940161
 07/01  06:00:00,440.4509822872833
 07/01  06:01:00,452.6026854593914
 07/01  06:02:00,464.2720722579446
 07/01  06:03:00,473.0204338163417
 07/01  06:04:00,481.9127496788935
 07/01  06:05:00,490.93688621821195
 07/01  06:06:00,500.08042571042256
 07/01  06:07:00,509.33350226000033
 07/01  06:08:00,518.6871004760943
 07/01  06:09:00,528.132909194875
 07/01  06:10:00,537.6639974402921
 07/01  06:11:00,547.2732285023267
 07/01  06:12:00,556.9550791673282
 07/01  06:13:00,566.7037946999105
 07/01  06:14:00,608.413270363423
 07/01  06:15:00,618.5970104011014
 07/01  06:16:00,628.8177354552753
 07/01  06:17:00,639.0725391367318
 07/01  06:18:00,649.3588198152005
 07/01  06:19:00,659.674484981259
 07/01  06:20:00,670.0166584054059
 07/01  06:21:00,680.3836581958499
 07/01  06:22:00,690.7730049075758
 07/01  06:23:00,701.1826053161012
 07/01  06:24:00,711.6110448619645
 07/01  06:25:00,722.0560820085107
 07/01  06:26:00,732.5163510388238
 07/01  06:27:00,742.989478815775
 07/01  06:28:00,753.4742394570638
 07/01  06:29:00,763.9591139270543
 07/01  06:30:00,774.428895409094
 07/01  06:31:00,788.3572878418667
 07/01  06:32:00,802.2850666734071
 07/01  06:33:00,816.2112727458151
 07/01  06:34:00,830.1347952762569
 07/01  06:35:00,844.0541901791453
 07/01  06:36:00,857.9686662868355
 07/01  06:37:00,871.8773521885521
 07/01  06:38:00,885.7785651447521
 07/01  06:39:00,899.6715094963233
 07/01  06:40:00,913.5549463234278
 07/01  06:41:00,927.4280790656634
 07/01  06:42:00,941.2896930860329
 07/01  06:43:00,955.1389818947122
 07/01  06:44:00,968.9740958061959
 07/01  06:45:00,982.7949485942618
 07/01  06:46:00,996.5997321917704
 07/01  06:47:00,1010.3863325344125
 07/01  06:48:00,1024.158915486482
 07/01  06:49:00,1037.9107973246346
 07/01  06:50:00,1051.6433605616617
 07/01  06:51:00,1065.3549647630282
 07/01  06:52:00,1100.8502008081534
 07/01  06:53:00,1114.7795224931938
 07/01  06:54:00,1127.7275185798803
 07/01  06:55:00,1141.6182964792924
 07/01  06:56:00,1155.4671929447404
 07/01  06:57:00,1169.2737034133438
 07/01  06:58:00,1183.038330675704
 07/01  06:59:00,1196.7605373224224
 07/01  07:00:00,1210.4403106282657
 07/01  07:01:00,1266.6654608382194
 07/01  07:02:00,1280.260299212576
 07/01  07:03:00,1293.8127103315926
 07/01  07:04:00,1307.3214221415706
 07/01  07:05:00,1320.7874996686132
 07/01  07:06:00,1334.209813523632
 07/01  07:07:00,1347.5887144558515
 07/01  07:08:00,1360.9231919757513
 07/01  07:09:00,1374.2131931021377
 07/01  07:10:00,1387.4585620580242
 07/01  07:11:00,1400.658898436202
 07/01  07:12:00,1413.8136490287811
 07/01  07:13:00,1426.9227319144566
 07/01  07:14:00,1439.9854306452562
 07/01  07:15:00,1453.0012360687676
 07/01  07:16:00,1465.9706750195865
 07/01  07:17:00,1478.892581032046
 07/01  07:18:00,1491.7662623761162
 07/01  07:19:00,1504.5921264538915
 07/01  07:20:00,1517.3691093624138
 07/01  07:21:00,1530.0970244713549
 07/01  07:22:00,1542.7757908289727
 07/01  07:23:00,1555.404528094777
 07/01  07:24:00,1567.9830084258977
 07/01  07:25:00,1580.5102065696562
 07/01  07:26:00,1592.9866393068241
 07/01  07:27:00,1605.411282285981
 07/01  07:28:00,1617.7836780527152
 07/01  07:29:00,1630.1037884563066
 07/01  07:30:00,1642.3708146955496
 07/01  07:31:00,1645.5011511166556
 07/01  07:32:00,1648.5944789925113
 07/01  07:33:00,1651.650793439775
 07/01  07:34:00,1654.6708710237335
 07/01  07:35:00,1657.654039061596
 07/01  07:36:00,1660.6006322775318
 07/01  07:37:00,1663.5107624443058
 07/01  07:38:00,1666.3839465658443
 07/01  07:39:00,1669.2209828618775
 07/01  07:40:00,1672.0212189806166
 07/01  07:41:00,1674.7852665320179
 07/01  07:42:00,1677.512637790934
 07/01  07:43:00,1680.2034729018953
 07/01  07:44:00,1682.8579412284396
 07/01  07:45:00,1685.4757795245082
 07/01  07:46:00,1688.057310865233
 07/01  07:47:00,1690.6021041535982
 07/01  07:48:00,1693.1106607788008
 07/01  07:49:00,1695.582690147388
 07/01  07:50:00,1698.018016875891
 07/01  07:51:00,1701.3881395104995
 07/01  07:52:00,1703.8059995587294
 07/01  07:53:00,1706.186504366887
 07/01  07:54:00,1708.5288281097314
 07/01  07:55:00,1710.8338605960396
 07/01  07:56:00,1713.1008810395113
 07/01  07:57:00,1715.3303425292913
 07/01  07:58:00,1717.5216807713489
 07/01  07:59:00,1719.6753345315622
 07/01  08:00:00,1721.7909234409253
 07/01  08:01:00,1723.868209645331
 07/01  08:02:00,1725.9077639170102
 07/01  08:03:00,1727.9088901290518
 07/01  08:04:00,1729.8718088834494
 07/01  08:05:00,1731.7963209513955
 07/01  08:06:00,1733.682513772486
 07/01  08:07:00,1735.5300369605052
 07/01  08:08:00,1737.3388064464789
 07/01  08:09:00,1739.1087292311215
 07/01  08:10:00,1740.8398792702742
 07/01  08:11:00,1742.5319664318595
 07/01  08:12:00,1744.184739338592
 07/01  08:13:00,1745.7982309047288
 07/01  08:14:00,1747.3721302472204
 07/01  08:15:00,1748.906566072771
 07/01  08:16:00,1750.4009914649832
 07/01  08:17:00,1751.8555685621075
 07/01  08:18:00,1753.2698410677638
 07/01  08:19:00,1754.6435566218593
 07/01  08:20:00,1755.9769934341489
 07/01  08:21:00,1757.2692100704683
 07/01  08:22:00,1758.520849892996
 07/01  08:23:00,1759.7309266992852
 07/01  08:24:00,1760.899761883002
 07/01  08:25:00,1762.0269179556383
 07/01  08:26:00,1763.1119150734237
 07/01  08:27:00,1764.1548085784614
 07/01  08:28:00,1765.1552453409558
 07/01  08:29:00,1766.1127383420553
 07/01  08:30:00,1767.027264886599
 07/01  08:31:00,1751.7527556890898
 07/01  08:32:00,1736.4081723862173
 07/01  08:33:00,1720.9972284562796
 07/01  08:34:00,1704.1330047905224
 07/01  08:35:00,1688.9344420734894
 07/01  08:36:00,1673.6969797804857
 07/01  08:37:00,1658.4236883290255
 07/01  08:38:00,1643.117477901037
 07/01  08:39:00,1627.7810235472036
 07/01  08:40:00,1612.4169028603892
 07/01  08:41:00,1597.0275891522497
 07/01  08:42:00,1581.61595883159
 07/01  08:43:00,1566.1845022452126
 07/01  08:44:00,1550.7354378025575
 07/01  08:45:00,1535.2711866843533
 07/01  08:46:00,1519.7942613619539
 07/01  08:47:00,1504.3069836071481
 07/01  08:48:00,1488.811528898919
 07/01  08:49:00,1473.3100873081737
 07/01  08:50:00,1457.804710566299
 07/01  08:51:00,1422.7530992933548
 07/01  08:52:00,1407.583133316282
 07/01  08:53:00,1392.4316321168508
 07/01  08:54:00,1377.2999354149947
 07/01  08:55:00,1362.1892950676856
 07/01  08:56:00,1347.1010998376514
 07/01  08:57:00,1332.0366083305992
 07/01  08:58:00,1316.9968146213773
 07/01  08:59:00,1301.982724207145
 07/01  09:00:00,1287.0081626819492
 07/01  09:01:00,1272.0365279644789
 07/01  09:02:00,1257.099368114326
 07/01  09:03:00,1242.198137510853
 07/01  09:04:00,1227.3256752543127
 07/01  09:05:00,1212.5092957862446
 07/01  09:06:00,1197.7246095085907
 07/01  09:07:00,1182.981703333761
 07/01  09:08:00,1168.282051232848
 07/01  09:09:00,1123.3127391275007
 07/01  09:10:00,1109.1649753345787
 07/01  09:11:00,1095.08244054509
 07/01  09:12:00,1081.0662277936344
 07/01  09:13:00,1067.1118133457612
 07/01  09:14:00,1053.2371764159952
 07/01  09:15:00,1039.4265019250256
 07/01  09:16:00,1025.6867799095478
 07/01  09:17:00,1012.0187664324019
 07/01  09:18:00,998.4238597562558
 07/01  09:19:00,984.8898195274307
 07/01  09:20:00,971.437665957236
 07/01  09:21:00,958.0619067268926
 07/01  09:22:00,944.8878938594598
 07/01  09:23:00,931.8532480895761
 07/01  09:24:00,898.615117668133
 07/01  09:25:00,885.8356644747748
 07/01  09:26:00,873.1485743964519
 07/01  09:27:00,860.5551302361152
 07/01  09:28:00,848.0564203465576
 07/01  09:29:00,835.6536716754778
 07/01  09:30:00,823.3480569294748
 07/01  09:31:00,823.0690317540054
 07/01  09:32:00,822.7766720553427
 07/01  09:33:00,822.4708688780702
 07/01  09:34:00,822.1514687005337
 07/01  09:35:00,821.818379700397
 07/01  09:36:00,821.4714731088956
 07/01  09:37:00,821.1105542229321
 07/01  09:38:00,820.735560154239
 07/01  09:39:00,820.3464549640835
 07/01  09:40:00,819.9429701365627
 07/01  09:41:00,819.5250271527522
 07/01  09:42:00,819.0924960864253
 07/01  09:43:00,818.6453301683962
 07/01  09:44:00,818.1833593228055
 07/01  09:45:00,817.7065233023632
 07/01  09:46:00,817.2146365892096
 07/01  09:47:00,816.7076540956805
 07/01  09:48:00,816.1854301624555
 07/01  09:49:00,815.6479331955584
 07/01  09:50:00,815.0949806949935
 07/01  09:51:00,814.5265497371652
 07/01  09:52:00,813.9425007389987
 07/01  09:53:00,813.3427960653108
 07/01  09:54:00,812.7273335854582
 07/01  09:55:00,812.0960025184637
 07/01  09:56:00,811.448740024594
 07/01  09:57:00,810.7855012246603
 07/01  09:58:00,810.1062004169488
 07/01  09:59:00,809.4108189411447
 07/01  10:00:00,808.6992087469928
 07/01  10:01:00,807.9713919174374
 07/01  10:02:00,807.2272929842779
 07/01  10:03:00,806.4668504120311
 07/01  10:04:00,805.6900815247728
 07/01  10:05:00,804.896879688051
 07/01  10:06:00,804.0872713651183
 07/01  10:07:00,803.2612324046585
 07/01  10:08:00,802.4186952565782
 07/01  10:09:00,801.5597148643435
 07/01  10:10:00,800.6842184143024
 07/01  10:11:00,799.7922577105874
 07/01  10:12:00,798.8838015047713
 07/01  10:13:00,797.9588838586101
 07/01  10:14:00,797.0175518844085
 07/01  10:15:00,796.0597687442239
 07/01  10:16:00,795.0855941635954
 07/01  10:17:00,794.0950519152063
 07/01  10:18:00,793.0882186538778
 07/01  10:19:00,792.0650824243434
 07/01  10:20:00,791.0257958315478
 07/01  10:21:00,789.9703610623876
 07/01  10:22:00,788.8988352087914
 07/01  10:23:00,787.8113795531845
 07/01  10:24:00,786.7079626430469
 07/01  10:25:00,785.5887630476797
 07/01  10:26:00,784.4538987194985
 07/01  10:27:00,783.3033799785405
 07/01  10:28:00,782.1374231755012
 07/01  10:29:00,780.9560889331328
 07/01  10:30:00,779.7595233108366
 07/01  10:31:00,787.7541773906796
 07/01  10:32:00,800.1133155072876
 07/01  10:33:00,807.4670092863358
 07/01  10:34:00,814.644300499409
 07/01  10:35:00,821.6448503179414
 07/01  10:36:00,828.4683782778739
 07/01  10:37:00,835.114711181765
 07/01  10:38:00,841.5836601961685
 07/01  10:39:00,847.8751255946817
 07/01  10:40:00,853.9891353540461
 07/01  10:41:00,859.9255969902158
 07/01  10:42:00,865.6847263894803
 07/01  10:43:00,871.2666621527359
 07/01  10:44:00,876.6716024524163
 07/01  10:45:00,881.8998388857918
 07/01  10:46:00,886.9517564661621
 07/01  10:47:00,900.3621173606871
 07/01  10:48:00,904.8952279370083
 07/01  10:49:00,909.2512518196731
 07/01  10:50:00,913.4309116213732
 07/01  10:51:00,917.4350177045792
 07/01  10:52:00,921.2643864869196
 07/01  10:53:00,924.9199062839983
 07/01  10:54:00,928.4026391509127
 07/01  10:55:00,931.7136154074138
 07/01  10:56:00,934.8540273197825
 07/01  10:57:00,937.8250677978729
 07/01  10:58:00,940.6280099036748
 07/01  10:59:00,943.2643207381977
 07/01  11:00:00,945.7353194685702
 07/01  11:01:00,916.1020678427094
 07/01  11:02:00,918.2473930606267
 07/01  11:03:00,920.2322981380214
 07/01  11:04:00,922.0586315701686
 07/01  11:05:00,923.7282321108873
 07/01  11:06:00,925.2430405942398
 07/01  11:07:00,926.6050357415746
 07/01  11:08:00,927.8163810800961
 07/01  11:09:00,928.8792535517551
 07/01  11:10:00,929.7958093948422
 07/01  11:11:00,918.7311007014337
 07/01  11:12:00,919.2020295950047
 07/01  11:13:00,919.5326560845291
 07/01  11:14:00,919.7257400617937
 07/01  11:15:00,919.7838276672559
 07/01  11:16:00,919.709854338179
 07/01  11:17:00,919.5065915219573
 07/01  11:18:00,919.1769835060361
 07/01  11:19:00,918.7240177690553
 07/01  11:20:00,918.1508503450254
 07/01  11:21:00,917.4605143097622
 07/01  11:22:00,916.656240829968
 07/01  11:23:00,915.7413488836082
 07/01  11:24:00,914.7192440528814
 07/01  11:25:00,913.5931433078684
 07/01  11:26:00,912.3667193166183
 07/01  11:27:00,911.043361071612
 07/01  11:28:00,909.6268258702828
 07/01  11:29:00,908.1205767804397
 07/01  11:30:00,906.528450722293
 07/01  11:31:00,898.0458733834994
 07/01  11:32:00,889.6853846277418
 07/01  11:33:00,881.4472091704463
 07/01  11:34:00,873.3313062632984
 07/01  11:35:00,865.3375639839372
 07/01  11:36:00,857.4660352208607
 07/01  11:37:00,849.7164738831896
 07/01  11:38:00,842.0887764257711
 07/01  11:39:00,834.5826635675435
 07/01  11:40:00,827.1978166705248
 07/01  11:41:00,819.9339441603107
 07/01  11:42:00,812.7905853150878
 07/01  11:43:00,805.767366884205
 07/01  11:44:00,798.86374272174
 07/01  11:45:00,792.0791698702674
 07/01  11:46:00,785.4130752550238
 07/01  11:47:00,778.8647746384487
 07/01  11:48:00,772.43360064984
 07/01  11:49:00,766.1188186614356
 07/01  11:50:00,759.9196343409103
 07/01  11:51:00,753.8352036687983
 07/01  11:52:00,747.8646532590476
 07/01  11:53:00,742.007035671511
 07/01  11:54:00,736.261585107514
 07/01  11:55:00,730.6280491410406
 07/01  11:56:00,725.1043900891008
 07/01  11:57:00,719.6895184375777
 07/01  11:58:00,714.3823048266079
 07/01  11:59:00,736.3812708855435
 07/01  12:00:00,731.6978440118462
 07/01  12:01:00,727.1166319715758
 07/01  12:02:00,722.6362086413433
 07/01  12:03:00,718.2551272763927
 07/01  12:04:00,713.9718799141247
 07/01  12:05:00,709.7849603677906
 07/01  12:06:00,705.6927905831683
 07/01  12:07:00,701.693798023917
 07/01  12:08:00,697.7863720655876
 07/01  12:09:00,693.9688724982256
 07/01  12:10:00,690.2396325748414
